College,Branch,Exam,Year,Tuition_Fee,Hostel_Fee,Misc_Fee,OneTime_Fee,Total_First_Year,Total_Annual,Scholarship_Eligible
SDMIT,Electrical and Electronics Engineering,KCET,2023,66769,84581,9246,15929,176525,160596,Yes
SIT,Data Science,COMEDK,2023,177560,79146,13928,25848,296482,270634,No
MSRUAS,Aerospace Engineering,KCET,2023,56372,68729,13624,12109,150834,138725,No
AITM,Civil Engineering,KCET,2023,71429,89316,8861,24908,194514,169606,Yes
REVA,Computer Science and Engineering,KCET,2024,80547,90348,9330,23798,204023,180225,No
DrAIT,Robotics and Automation Engineering,COMEDK,2024,165426,72994,10834,21885,271139,249254,Yes
KLSGIT,Chemical Engineering,COMEDK,2023,203438,83867,18904,24791,331000,306209,Yes
JSSSTU,Computer Science and Engineering,KCET,2023,58388,86624,19941,22407,187360,164953,Yes
KLEIT,Artificial Intelligence and Data Science,KCET,2024,56759,88110,17126,20232,182227,161995,Yes
BNMIT,Data Science,COMEDK,2023,177555,82238,13407,24593,297793,273200,Yes
SJBCE,Mechanical Engineering,COMEDK,2024,171765,84931,9806,25450,291952,266502,Yes
RNSIT,Computer Science and Engineering,KCET,2024,71598,79196,14940,12509,178243,165734,No
BMIT,Robotics and Automation Engineering,KCET,2023,54046,65669,12978,11485,144178,132693,Yes
CITGubbi,Artificial Intelligence and Data Science,KCET,2023,74693,60771,15572,24182,175218,151036,No
BMSCE,Artificial Intelligence and Data Science,COMEDK,2024,189161,78968,12562,10367,291058,280691,Yes
ACU,Data Science,COMEDK,2024,227913,92824,9376,25285,355398,330113,No
BITM,Artificial Intelligence and Data Science,KCET,2024,63032,83326,9646,25854,181858,156004,Yes
VVIT,Information Science and Engineering,KCET,2023,69131,65672,10538,16247,161588,145341,Yes
DSCE,Electronics and Communication Engineering,KCET,2024,61394,68922,18635,21248,170199,148951,Yes
GMIT,Chemical Engineering,KCET,2023,84421,92949,13830,16326,207526,191200,Yes
RVCE,Aerospace Engineering,COMEDK,2024,205990,73643,15188,24175,318996,294821,No
BMIT,Data Science,COMEDK,2024,222542,71136,14268,13942,321888,307946,No
JSSSTU,Civil Engineering,COMEDK,2024,189506,61530,16515,11835,279386,267551,No
DSATM,Electrical and Electronics Engineering,COMEDK,2023,177337,89241,9824,11896,288298,276402,No
PESU,Aerospace Engineering,COMEDK,2023,188982,84812,16752,16397,306943,290546,No
YKCE,Civil Engineering,KCET,2023,76457,69160,9524,15767,170908,155141,Yes
PRES,Civil Engineering,KCET,2024,68654,86706,15528,12490,183378,170888,No
PESCE,Artificial Intelligence and Data Science,COMEDK,2024,242574,91041,16422,29809,379846,350037,Yes
UVCE,Artificial Intelligence and Data Science,COMEDK,2023,201116,86618,16362,12655,316751,304096,No
PESCE,Chemical Engineering,KCET,2023,59286,91109,9783,17576,177754,160178,No
BMIT,Computer Science and Engineering,COMEDK,2023,183140,82553,9712,26748,302153,275405,No
SITM,Chemical Engineering,KCET,2023,82278,69071,17426,24036,192811,168775,Yes
SDMCET,Electrical and Electronics Engineering,KCET,2023,65434,64152,13006,17570,160162,142592,No
EastPoint,Biotechnology,KCET,2024,65955,78709,9996,20119,174779,154660,Yes
SITM,Information Science and Engineering,KCET,2023,73660,88466,8007,18580,188713,170133,No
PESCE,Information Science and Engineering,KCET,2023,63549,65617,12155,22247,163568,141321,No
DBIT,Robotics and Automation Engineering,COMEDK,2024,161250,65731,19731,14608,261320,246712,Yes
VVIT,Robotics and Automation Engineering,KCET,2024,63630,84884,11145,14318,173977,159659,No
MSRIT,Biotechnology,COMEDK,2023,239669,68039,18679,15861,342248,326387,Yes
AIT,Artificial Intelligence and Data Science,KCET,2023,50761,70888,17470,15928,155047,139119,Yes
GIT,Biotechnology,KCET,2023,65192,88116,14953,20849,189110,168261,Yes
SITM,Data Science,KCET,2023,82814,78848,16486,22576,200724,178148,Yes
VemanaIT,Computer Science and Engineering,KCET,2023,72494,83691,15589,27416,199190,171774,No
VVIT,Data Science,COMEDK,2023,183649,75679,16979,24980,301287,276307,No
ACU,Artificial Intelligence and Data Science,COMEDK,2023,222349,74406,9803,10105,316663,306558,No
SJBIT,Electrical and Electronics Engineering,COMEDK,2023,242212,63050,15133,21509,341904,320395,Yes
JNNCE,Information Science and Engineering,KCET,2024,64717,90011,14523,25354,194605,169251,No
AECMandya,Civil Engineering,COMEDK,2024,178530,69127,8186,25588,281431,255843,No
JSSSTU,Information Science and Engineering,KCET,2024,60130,67631,11810,12088,151659,139571,No
DSCE,Electronics and Communication Engineering,COMEDK,2024,202398,84485,18713,12645,318241,305596,Yes
BNMIT,Information Science and Engineering,KCET,2024,77199,75712,18334,29226,200471,171245,No
JNNCE,Civil Engineering,COMEDK,2024,162208,72728,11249,23056,269241,246185,No
RVUNIV,Computer Science and Engineering,COMEDK,2024,217462,70944,14629,12256,315291,303035,Yes
SDMIT,Mechanical Engineering,COMEDK,2024,209957,85656,15549,20771,331933,311162,Yes
REVA,Information Science and Engineering,KCET,2024,80229,94018,11234,27973,213454,185481,No
VVIT,Civil Engineering,COMEDK,2023,202088,77398,8401,28789,316676,287887,No
DBIT,Data Science,KCET,2024,63423,88587,12874,20680,185564,164884,No
VVIT,Chemical Engineering,COMEDK,2023,174472,75842,13697,16223,280234,264011,No
AECMandya,Electrical and Electronics Engineering,KCET,2024,59934,67799,13744,21568,163045,141477,Yes
KSIT,Civil Engineering,COMEDK,2023,237212,82181,9911,14063,343367,329304,Yes
MSRUAS,Artificial Intelligence and Data Science,KCET,2023,61202,75772,16033,18535,171542,153007,No
SDMCET,Mechanical Engineering,COMEDK,2023,173133,79612,12030,13873,278648,264775,No
NHCE,Data Science,COMEDK,2024,209196,76950,9317,16661,312124,295463,No
VSM,Chemical Engineering,KCET,2024,84084,87299,16645,24935,212963,188028,No
JNNCE,Mechanical Engineering,COMEDK,2024,217082,86845,12466,29659,346052,316393,No
JNNCE,Electronics and Communication Engineering,KCET,2024,54504,84820,8300,29951,177575,147624,No
YKCE,Civil Engineering,KCET,2024,65998,90534,17150,27086,200768,173682,Yes
CMRIT,Civil Engineering,COMEDK,2023,193245,88851,9376,16428,307900,291472,No
UVCE,Aerospace Engineering,COMEDK,2023,191141,68159,19618,15484,294402,278918,No
AECMandya,Computer Science and Engineering,KCET,2024,65206,77212,14160,15942,172520,156578,No
BMIT,Electrical and Electronics Engineering,COMEDK,2023,226544,81612,10888,21069,340113,319044,Yes
JIT,Robotics and Automation Engineering,KCET,2023,78273,90490,18779,16621,204163,187542,No
SJBIT,Electronics and Communication Engineering,COMEDK,2024,202037,69310,17488,13113,301948,288835,No
KSIT,Information Science and Engineering,KCET,2024,71018,80793,13341,21606,186758,165152,No
BITM,Biotechnology,COMEDK,2023,162258,70953,10946,17517,261674,244157,Yes
NMIT,Mechanical Engineering,COMEDK,2023,199825,62818,14969,22064,299676,277612,Yes
AIT,Information Science and Engineering,KCET,2023,54467,80243,19141,26004,179855,153851,No
SJBIT,Computer Science and Engineering,COMEDK,2024,209720,90890,16622,14817,332049,317232,Yes
CMRIT,Robotics and Automation Engineering,COMEDK,2023,162500,91113,18883,21424,293920,272496,Yes
PESCE,Data Science,COMEDK,2024,201782,84876,11400,29079,327137,298058,No
DSCE,Aerospace Engineering,KCET,2024,77479,62407,15470,18133,173489,155356,No
BITM,Computer Science and Engineering,COMEDK,2023,219690,84620,19478,10650,334438,323788,Yes
VVIT,Biotechnology,COMEDK,2023,181225,63135,16460,24881,285701,260820,Yes
PRES,Mechanical Engineering,COMEDK,2024,170314,87929,15256,13464,286963,273499,Yes
MVJCE,Civil Engineering,COMEDK,2024,194719,77239,13761,25749,311468,285719,No
CITGubbi,Data Science,COMEDK,2023,178000,91149,12677,24335,306161,281826,No
VVIT,Mechanical Engineering,COMEDK,2023,200664,66103,17713,26155,310635,284480,Yes
UVCE,Electrical and Electronics Engineering,KCET,2023,73796,72392,10475,12935,169598,156663,Yes
RVUNIV,Artificial Intelligence and Data Science,KCET,2023,63694,94347,18734,23756,200531,176775,Yes
NIE,Computer Science and Engineering,KCET,2024,70610,84703,14510,16798,186621,169823,Yes
NMIT,Electronics and Communication Engineering,KCET,2024,74588,93619,8097,29507,205811,176304,No
VVIT,Computer Science and Engineering,KCET,2024,71921,85753,13899,16000,187573,171573,No
RAIT,Computer Science and Engineering,KCET,2024,61794,67555,8597,24667,162613,137946,No
EastPoint,Chemical Engineering,KCET,2023,65582,60206,12492,28252,166532,138280,No
SIT,Information Science and Engineering,COMEDK,2023,246846,85008,16736,13361,361951,348590,Yes
DSATM,Mechanical Engineering,KCET,2023,64520,86514,15811,25277,192122,166845,No
RNSIT,Robotics and Automation Engineering,COMEDK,2023,179554,84414,17058,15283,296309,281026,No
AIT,Information Science and Engineering,KCET,2024,76292,87764,16763,18075,198894,180819,No
KLEIT,Mechanical Engineering,KCET,2023,56754,74347,17443,25536,174080,148544,Yes
VVIT,Artificial Intelligence and Data Science,COMEDK,2023,215021,78856,17028,20175,331080,310905,No
VVCE,Electronics and Communication Engineering,COMEDK,2024,206524,68292,8364,27376,310556,283180,Yes
SDMCET,Mechanical Engineering,KCET,2023,60902,72484,16740,24677,174803,150126,No
AECMandya,Chemical Engineering,COMEDK,2024,217599,72957,16668,12440,319664,307224,Yes
REVA,Mechanical Engineering,KCET,2023,52134,79837,8274,16301,156546,140245,Yes
RVCE,Chemical Engineering,KCET,2024,65530,60600,9502,11913,147545,135632,Yes
DSATM,Mechanical Engineering,KCET,2024,59650,72827,11408,18420,162305,143885,No
VVIT,Electrical and Electronics Engineering,KCET,2023,82339,75396,13375,22699,193809,171110,No
DrAIT,Chemical Engineering,KCET,2023,63809,62066,8737,26977,161589,134612,Yes
REVA,Aerospace Engineering,COMEDK,2024,179239,62144,15035,20966,277384,256418,Yes
SITM,Data Science,KCET,2023,51048,87183,10803,13401,162435,149034,No
NIE,Aerospace Engineering,KCET,2024,74653,82079,12272,13841,182845,169004,Yes
RIT,Chemical Engineering,COMEDK,2024,200600,67517,16297,14494,298908,284414,Yes
JIT,Data Science,KCET,2024,52678,91668,11288,22541,178175,155634,Yes
DSCE,Biotechnology,COMEDK,2024,185068,82747,12086,24254,304155,279901,No
GIT,Artificial Intelligence and Data Science,KCET,2023,75079,81938,15131,27988,200136,172148,No
DrAIT,Computer Science and Engineering,COMEDK,2024,210929,88601,14472,19496,333498,314002,No
NHCE,Civil Engineering,COMEDK,2023,239727,92735,8052,27796,368310,340514,No
GIT,Mechanical Engineering,KCET,2024,79453,77049,8400,14170,179072,164902,Yes
RVCE,Aerospace Engineering,KCET,2024,77785,74114,14859,29233,195991,166758,Yes
AECMandya,Chemical Engineering,COMEDK,2023,177470,62188,17678,17262,274598,257336,Yes
YKCE,Artificial Intelligence and Data Science,COMEDK,2023,233846,60881,10735,13541,319003,305462,Yes
GMIT,Information Science and Engineering,KCET,2024,57770,79989,19457,23395,180611,157216,No
MSRIT,Robotics and Automation Engineering,COMEDK,2023,244243,84322,9146,15255,352966,337711,Yes
UVCE,Aerospace Engineering,KCET,2024,50205,72565,17570,15080,155420,140340,No
NHCE,Artificial Intelligence and Data Science,COMEDK,2024,240862,94662,9147,27045,371716,344671,Yes
VIT,Aerospace Engineering,COMEDK,2024,240203,79695,10243,17162,347303,330141,No
REVA,Civil Engineering,COMEDK,2024,169114,82348,15962,14744,282168,267424,Yes
VSM,Information Science and Engineering,KCET,2023,78520,64220,14301,19922,176963,157041,Yes
SCEM,Aerospace Engineering,KCET,2023,75132,63867,17177,11970,168146,156176,Yes
RVUNIV,Information Science and Engineering,COMEDK,2024,166023,76317,19480,15827,277647,261820,No
SCEM,Mechanical Engineering,COMEDK,2023,242879,83480,11310,21815,359484,337669,No
SIT,Electrical and Electronics Engineering,KCET,2023,61256,94975,12577,26752,195560,168808,No
REVA,Robotics and Automation Engineering,COMEDK,2023,194988,82739,15630,15597,308954,293357,Yes
KLEIT,Robotics and Automation Engineering,COMEDK,2023,160159,65716,11086,29271,266232,236961,No
RNSIT,Civil Engineering,KCET,2023,65347,75244,11112,15740,167443,151703,No
BMSIT,Aerospace Engineering,KCET,2023,72168,93721,13344,29559,208792,179233,Yes
VemanaIT,Information Science and Engineering,KCET,2023,53850,68373,12184,25019,159426,134407,Yes
RVUNIV,Data Science,KCET,2024,56192,70330,11187,20795,158504,137709,No
AIT,Electrical and Electronics Engineering,COMEDK,2024,199400,83673,18900,16152,318125,301973,No
MSRUAS,Information Science and Engineering,KCET,2024,64043,84344,14878,29779,193044,163265,Yes
DSATM,Civil Engineering,KCET,2024,76859,79790,9573,23199,189421,166222,Yes
RVUNIV,Aerospace Engineering,COMEDK,2024,187020,90252,13376,26696,317344,290648,Yes
SIT,Artificial Intelligence and Data Science,COMEDK,2024,224546,94462,15921,15826,350755,334929,No
BMIT,Mechanical Engineering,COMEDK,2024,210887,74453,18615,12635,316590,303955,No
MVJCE,Artificial Intelligence and Data Science,COMEDK,2024,219903,73935,19169,16143,329150,313007,Yes
JSSSTU,Chemical Engineering,COMEDK,2023,218405,81626,13197,22936,336164,313228,Yes
DBIT,Computer Science and Engineering,COMEDK,2024,215521,78698,15852,21436,331507,310071,Yes
JIT,Robotics and Automation Engineering,COMEDK,2024,207636,86439,13939,11455,319469,308014,No
RAIT,Robotics and Automation Engineering,KCET,2024,66167,77627,19907,26827,190528,163701,No
JIT,Data Science,COMEDK,2023,204297,63578,11619,25026,304520,279494,No
DrAIT,Artificial Intelligence and Data Science,COMEDK,2023,235244,94773,12358,17514,359889,342375,Yes
SITM,Biotechnology,KCET,2024,65665,78571,16371,29717,190324,160607,No
SDMIT,Information Science and Engineering,KCET,2023,58428,66695,8010,11565,144698,133133,Yes
AECMandya,Aerospace Engineering,KCET,2024,74740,82016,8870,22470,188096,165626,Yes
AECMandya,Artificial Intelligence and Data Science,KCET,2024,67535,89663,15986,13483,186667,173184,No
SCEM,Mechanical Engineering,COMEDK,2024,236309,61594,13858,28992,340753,311761,Yes
HKBK,Data Science,COMEDK,2023,207062,60722,15978,17588,301350,283762,Yes
VIT,Biotechnology,COMEDK,2024,247437,72078,10983,24474,354972,330498,Yes
SIT,Mechanical Engineering,COMEDK,2023,212644,76412,10968,21777,321801,300024,No
ACU,Mechanical Engineering,COMEDK,2023,237900,82056,9728,28718,358402,329684,Yes
EastPoint,Aerospace Engineering,COMEDK,2023,229801,82481,12822,12060,337164,325104,Yes
MVJCE,Civil Engineering,COMEDK,2024,207441,80126,11363,16274,315204,298930,Yes
RNSIT,Electronics and Communication Engineering,KCET,2023,71884,64791,15143,14114,165932,151818,No
YKCE,Data Science,KCET,2023,57331,80156,14877,10034,162398,152364,Yes
BNMIT,Data Science,KCET,2024,82295,74076,8344,11395,176110,164715,No
VVCE,Robotics and Automation Engineering,KCET,2024,73037,89215,13633,25122,201007,175885,Yes
MSRUAS,Mechanical Engineering,COMEDK,2024,204687,61870,13729,26774,307060,280286,No
AEC,Aerospace Engineering,KCET,2023,72493,68638,16935,18711,176777,158066,No
DBIT,Mechanical Engineering,COMEDK,2023,193235,65027,12563,22036,292861,270825,Yes
BMSIT,Artificial Intelligence and Data Science,COMEDK,2024,222947,89554,17456,12759,342716,329957,No
AIT,Artificial Intelligence and Data Science,COMEDK,2024,205588,64837,13875,15864,300164,284300,Yes
KSIT,Chemical Engineering,COMEDK,2023,248334,72859,12312,20025,353530,333505,No
KLEIT,Chemical Engineering,KCET,2024,61859,67635,18573,10842,158909,148067,Yes
MSRUAS,Aerospace Engineering,KCET,2024,71403,77474,12822,14651,176350,161699,Yes
NHCE,Computer Science and Engineering,KCET,2024,51757,90541,12388,22773,177459,154686,No
ACU,Biotechnology,KCET,2023,77689,90836,17761,18907,205193,186286,No
RVUNIV,Mechanical Engineering,COMEDK,2024,222560,87903,19603,14415,344481,330066,No
AEC,Mechanical Engineering,COMEDK,2024,178882,63585,18591,27647,288705,261058,Yes
MSRUAS,Computer Science and Engineering,COMEDK,2024,169190,61160,15175,16564,262089,245525,No
UVCE,Chemical Engineering,COMEDK,2023,206571,84230,16539,20917,328257,307340,Yes
BMSCE,Chemical Engineering,COMEDK,2023,243004,89130,8216,20189,360539,340350,No
DrAIT,Mechanical Engineering,COMEDK,2023,237762,74333,17250,24305,353650,329345,Yes
DrAIT,Aerospace Engineering,COMEDK,2023,245476,60344,11174,15305,332299,316994,Yes
BNMIT,Electronics and Communication Engineering,KCET,2024,68168,89324,13981,26265,197738,171473,No
BMSIT,Biotechnology,KCET,2024,75086,90200,15480,27701,208467,180766,Yes
DSATM,Electrical and Electronics Engineering,KCET,2024,76471,94629,9663,11771,192534,180763,Yes
GMIT,Civil Engineering,KCET,2024,52573,85511,10506,27783,176373,148590,Yes
DrAIT,Biotechnology,KCET,2023,51461,81922,11451,20947,165781,144834,No
RVCE,Biotechnology,KCET,2023,72395,72896,11442,12374,169107,156733,Yes
MSRIT,Robotics and Automation Engineering,KCET,2024,72364,80883,19523,11827,184597,172770,No
VIT,Chemical Engineering,COMEDK,2023,176482,60778,19078,26886,283224,256338,No
RNSIT,Mechanical Engineering,COMEDK,2023,184745,86041,10198,18994,299978,280984,No
RIT,Artificial Intelligence and Data Science,COMEDK,2023,207701,66183,11364,18245,303493,285248,Yes
BIT,Computer Science and Engineering,COMEDK,2024,181768,92614,17489,26123,317994,291871,No
MSRIT,Information Science and Engineering,KCET,2023,77495,62418,19296,11722,170931,159209,Yes
VVIT,Robotics and Automation Engineering,COMEDK,2023,169571,94219,15147,19061,297998,278937,Yes
VVCE,Computer Science and Engineering,KCET,2023,74586,67761,13516,16520,172383,155863,Yes
NCET,Robotics and Automation Engineering,COMEDK,2023,246156,72549,10982,26823,356510,329687,Yes
DrAIT,Robotics and Automation Engineering,COMEDK,2024,187112,72472,10677,16692,286953,270261,Yes
SJBIT,Biotechnology,KCET,2023,62688,90722,16705,22291,192406,170115,No
SDMCET,Electrical and Electronics Engineering,KCET,2024,66290,72667,16007,19871,174835,154964,No
KLSGIT,Mechanical Engineering,COMEDK,2023,235712,67532,14348,28035,345627,317592,Yes
BNMIT,Robotics and Automation Engineering,KCET,2024,69475,80076,8166,20365,178082,157717,Yes
AIT,Artificial Intelligence and Data Science,COMEDK,2023,173691,74473,17683,26207,292054,265847,Yes
JIT,Biotechnology,COMEDK,2023,234383,65053,12830,28979,341245,312266,No
GIT,Information Science and Engineering,COMEDK,2023,242385,68093,8739,20175,339392,319217,Yes
VVIT,Electrical and Electronics Engineering,COMEDK,2024,187213,70415,13410,13497,284535,271038,No
RVCE,Robotics and Automation Engineering,COMEDK,2023,200852,92717,11727,21181,326477,305296,No
GMIT,Biotechnology,KCET,2023,68464,78766,10738,26094,184062,157968,Yes
JSSSTU,Electrical and Electronics Engineering,KCET,2023,52256,72984,15119,22450,162809,140359,Yes
BMSCE,Electrical and Electronics Engineering,KCET,2023,73231,72681,13008,26726,185646,158920,Yes
