College,Branch,Category,Exam,Year,Total_Seats
SDMIT,Electrical and Electronics Engineering,GM,COMEDK,2024,10
SIT,Data Science,ST,KCET,2023,31
SITM,Robotics and Automation Engineering,OBC,COMEDK,2023,52
VVCE,Civil Engineering,ST,KCET,2023,12
DSATM,Computer Science and Engineering,SC,KCET,2023,56
MVJCE,Chemical Engineering,SC,COMEDK,2023,23
SJBIT,Electronics and Communication Engineering,OBC,COMEDK,2023,38
NMIT,Robotics and Automation Engineering,OBC,KCET,2023,29
NMIT,Mechanical Engineering,Tulu,COMEDK,2024,60
RVUNIV,Information Science and Engineering,ST,COMEDK,2023,45
PESU,Electronics and Communication Engineering,GM,KCET,2024,44
RAIT,Chemical Engineering,Tulu,COMEDK,2024,49
SDMCET,Computer Science and Engineering,SC,KCET,2024,52
RVCE,Mechanical Engineering,ST,COMEDK,2024,55
RAIT,Aerospace Engineering,SC,COMEDK,2023,38
PESCE,Electrical and Electronics Engineering,OBC,KCET,2024,53
UVCE,Aerospace Engineering,Christian,KCET,2024,23
BIT,Electronics and Communication Engineering,OBC,COMEDK,2024,40
GMIT,Aerospace Engineering,GM,KCET,2023,41
AEC,Computer Science and Engineering,Christian,COMEDK,2023,8
ACU,Robotics and Automation Engineering,GM,COMEDK,2023,27
SJBCE,Computer Science and Engineering,OBC,COMEDK,2024,6
KSIT,Civil Engineering,Tulu,COMEDK,2023,10
DSCE,Mechanical Engineering,Tulu,COMEDK,2023,57
SDMIT,Electrical and Electronics Engineering,SC,COMEDK,2024,45
PESCE,Data Science,GM,KCET,2023,59
VemanaIT,Chemical Engineering,ST,COMEDK,2024,24
BMSIT,Chemical Engineering,Christian,KCET,2023,34
ACU,Civil Engineering,SC,COMEDK,2024,37
YKCE,Information Science and Engineering,SC,KCET,2023,58
VemanaIT,Artificial Intelligence and Data Science,Christian,KCET,2023,12
DrAIT,Biotechnology,OBC,COMEDK,2024,10
AECMandya,Robotics and Automation Engineering,OBC,COMEDK,2023,17
GMIT,Computer Science and Engineering,SC,KCET,2024,8
SJBIT,Electrical and Electronics Engineering,Christian,KCET,2023,54
SITM,Civil Engineering,OBC,COMEDK,2023,44
BNMIT,Aerospace Engineering,Tulu,KCET,2023,17
GIT,Information Science and Engineering,SC,COMEDK,2024,36
BMIT,Robotics and Automation Engineering,ST,KCET,2023,7
PESU,Aerospace Engineering,Tulu,KCET,2023,36
VemanaIT,Information Science and Engineering,SC,COMEDK,2024,44
JIT,Computer Science and Engineering,Tulu,KCET,2023,32
SDMCET,Artificial Intelligence and Data Science,OBC,KCET,2024,34
SDMIT,Electronics and Communication Engineering,GM,KCET,2024,53
RIT,Robotics and Automation Engineering,GM,KCET,2024,9
KLSGIT,Robotics and Automation Engineering,OBC,COMEDK,2024,48
NCET,Mechanical Engineering,GM,COMEDK,2024,24
JSSSTU,Civil Engineering,Tulu,KCET,2023,14
RIT,Electrical and Electronics Engineering,Tulu,KCET,2023,24
GIT,Computer Science and Engineering,OBC,KCET,2024,31
MVJCE,Robotics and Automation Engineering,Christian,COMEDK,2024,54
VemanaIT,Biotechnology,GM,COMEDK,2024,29
GMIT,Artificial Intelligence and Data Science,Christian,KCET,2024,60
SJBCE,Computer Science and Engineering,GM,KCET,2023,9
SCEM,Mechanical Engineering,ST,KCET,2024,52
KLSGIT,Electrical and Electronics Engineering,GM,COMEDK,2024,16
VSM,Aerospace Engineering,Tulu,KCET,2024,41
SDMIT,Biotechnology,GM,KCET,2024,52
UVCE,Biotechnology,OBC,COMEDK,2023,25
VemanaIT,Biotechnology,Tulu,COMEDK,2024,14
RAIT,Electrical and Electronics Engineering,ST,KCET,2023,7
VIT,Data Science,SC,KCET,2024,21
NIE,Electrical and Electronics Engineering,SC,COMEDK,2024,59
BMSCE,Mechanical Engineering,ST,KCET,2023,6
DSATM,Information Science and Engineering,GM,COMEDK,2024,23
PRES,Biotechnology,GM,KCET,2023,51
RVUNIV,Data Science,ST,KCET,2024,33
NCET,Mechanical Engineering,Tulu,KCET,2024,15
RIT,Civil Engineering,SC,KCET,2024,58
YKCE,Chemical Engineering,Tulu,KCET,2024,25
MVJCE,Electronics and Communication Engineering,ST,COMEDK,2023,25
SDMCET,Information Science and Engineering,ST,KCET,2024,28
SDMCET,Electrical and Electronics Engineering,Tulu,KCET,2023,34
RVUNIV,Computer Science and Engineering,ST,COMEDK,2023,21
VVIT,Computer Science and Engineering,SC,COMEDK,2024,23
YKCE,Electronics and Communication Engineering,GM,KCET,2024,19
UVCE,Artificial Intelligence and Data Science,ST,COMEDK,2024,28
RVUNIV,Data Science,Christian,KCET,2023,37
REVA,Chemical Engineering,GM,COMEDK,2023,56
AITM,Electronics and Communication Engineering,SC,COMEDK,2024,52
MSRIT,Aerospace Engineering,GM,KCET,2024,28
DrAIT,Civil Engineering,OBC,KCET,2023,19
NMIT,Computer Science and Engineering,SC,COMEDK,2024,38
NHCE,Artificial Intelligence and Data Science,GM,KCET,2024,45
DBIT,Biotechnology,GM,KCET,2023,33
DSATM,Electronics and Communication Engineering,Christian,COMEDK,2023,43
YKCE,Mechanical Engineering,GM,KCET,2024,55
BNMIT,Electronics and Communication Engineering,Tulu,COMEDK,2023,40
RVCE,Robotics and Automation Engineering,GM,KCET,2023,9
SITM,Robotics and Automation Engineering,GM,KCET,2023,27
AIT,Data Science,Christian,KCET,2023,33
CMRIT,Aerospace Engineering,SC,COMEDK,2024,32
VIT,Mechanical Engineering,Christian,COMEDK,2023,11
NHCE,Biotechnology,Tulu,COMEDK,2024,38
BMSIT,Electronics and Communication Engineering,Christian,COMEDK,2024,27
MSRUAS,Mechanical Engineering,SC,KCET,2024,36
SITM,Electrical and Electronics Engineering,GM,KCET,2024,10
KLEIT,Chemical Engineering,Tulu,COMEDK,2024,7
MSRIT,Information Science and Engineering,SC,COMEDK,2024,7
PESCE,Biotechnology,SC,KCET,2024,42
UVCE,Electrical and Electronics Engineering,GM,KCET,2023,44
JNNCE,Civil Engineering,Christian,KCET,2024,26
CMRIT,Computer Science and Engineering,Christian,KCET,2023,46
SITM,Biotechnology,Christian,COMEDK,2023,32
GMIT,Civil Engineering,ST,KCET,2023,27
KSIT,Civil Engineering,SC,COMEDK,2023,13
RIT,Civil Engineering,ST,COMEDK,2023,33
GIT,Chemical Engineering,OBC,COMEDK,2024,48
SITM,Artificial Intelligence and Data Science,GM,KCET,2024,41
EastPoint,Mechanical Engineering,SC,KCET,2024,26
NIE,Information Science and Engineering,Tulu,KCET,2023,11
SDMIT,Mechanical Engineering,Tulu,COMEDK,2023,12
NHCE,Computer Science and Engineering,Christian,KCET,2024,37
GMIT,Biotechnology,OBC,COMEDK,2023,30
PESCE,Biotechnology,OBC,KCET,2024,58
NMIT,Artificial Intelligence and Data Science,ST,COMEDK,2023,32
VVCE,Electrical and Electronics Engineering,OBC,COMEDK,2024,44
RVUNIV,Civil Engineering,Christian,KCET,2023,47
ACU,Chemical Engineering,OBC,COMEDK,2024,8
MSRIT,Biotechnology,Tulu,COMEDK,2024,38
NHCE,Aerospace Engineering,SC,COMEDK,2023,36
GMIT,Artificial Intelligence and Data Science,GM,COMEDK,2024,33
RNSIT,Mechanical Engineering,Tulu,COMEDK,2023,37
AIT,Electronics and Communication Engineering,ST,COMEDK,2023,47
VVIT,Aerospace Engineering,OBC,COMEDK,2023,44
RIT,Data Science,Christian,COMEDK,2023,27
SDMCET,Aerospace Engineering,Tulu,COMEDK,2023,7
BNMIT,Mechanical Engineering,GM,KCET,2024,20
NIE,Robotics and Automation Engineering,SC,KCET,2024,12
CITGubbi,Electrical and Electronics Engineering,OBC,KCET,2024,23
HKBK,Electrical and Electronics Engineering,GM,COMEDK,2024,20
AIT,Biotechnology,Christian,KCET,2024,43
NIE,Artificial Intelligence and Data Science,Christian,COMEDK,2023,11
JSSSTU,Information Science and Engineering,SC,KCET,2024,50
NIE,Biotechnology,ST,COMEDK,2024,29
MVJCE,Electrical and Electronics Engineering,ST,COMEDK,2023,21
AITM,Biotechnology,GM,COMEDK,2024,22
AECMandya,Robotics and Automation Engineering,Tulu,COMEDK,2023,8
PRES,Robotics and Automation Engineering,Tulu,COMEDK,2023,56
DSATM,Biotechnology,OBC,KCET,2024,37
MSRUAS,Aerospace Engineering,SC,KCET,2024,29
KSIT,Electronics and Communication Engineering,SC,KCET,2023,15
VemanaIT,Computer Science and Engineering,Christian,KCET,2024,28
UVCE,Biotechnology,ST,KCET,2024,13
RAIT,Computer Science and Engineering,Tulu,KCET,2023,24
AECMandya,Artificial Intelligence and Data Science,OBC,KCET,2024,6
RAIT,Data Science,SC,KCET,2024,58
JSSSTU,Robotics and Automation Engineering,ST,COMEDK,2024,12
BMSIT,Computer Science and Engineering,Christian,KCET,2024,41
BMIT,Artificial Intelligence and Data Science,Tulu,COMEDK,2023,48
MVJCE,Biotechnology,OBC,KCET,2024,36
VemanaIT,Information Science and Engineering,OBC,COMEDK,2024,60
VemanaIT,Civil Engineering,SC,KCET,2023,58
BNMIT,Biotechnology,SC,KCET,2024,49
GIT,Data Science,ST,COMEDK,2024,46
JNNCE,Electronics and Communication Engineering,GM,COMEDK,2024,56
AIT,Civil Engineering,Tulu,COMEDK,2024,54
HKBK,Biotechnology,OBC,COMEDK,2024,40
SITM,Electrical and Electronics Engineering,SC,COMEDK,2024,38
RNSIT,Data Science,OBC,KCET,2023,37
SJBIT,Chemical Engineering,SC,COMEDK,2024,52
HKBK,Electrical and Electronics Engineering,OBC,KCET,2023,46
PESU,Civil Engineering,OBC,KCET,2024,21
AEC,Electronics and Communication Engineering,OBC,KCET,2024,15
VIT,Chemical Engineering,SC,KCET,2024,12
VSM,Computer Science and Engineering,Tulu,KCET,2024,30
BMSIT,Computer Science and Engineering,SC,KCET,2024,9
NMIT,Civil Engineering,ST,KCET,2024,50
RAIT,Information Science and Engineering,Christian,KCET,2023,50
RNSIT,Mechanical Engineering,Christian,KCET,2023,47
JNNCE,Artificial Intelligence and Data Science,OBC,COMEDK,2024,54
VSM,Chemical Engineering,ST,KCET,2023,57
PRES,Electrical and Electronics Engineering,Christian,KCET,2023,34
RVUNIV,Artificial Intelligence and Data Science,SC,COMEDK,2024,6
KLSGIT,Biotechnology,Tulu,COMEDK,2023,59
UVCE,Robotics and Automation Engineering,ST,KCET,2024,34
MSRIT,Electrical and Electronics Engineering,OBC,KCET,2024,19
NMIT,Civil Engineering,GM,KCET,2024,36
RIT,Biotechnology,Christian,KCET,2024,51
KSIT,Mechanical Engineering,SC,KCET,2023,41
ACU,Chemical Engineering,GM,KCET,2023,42
UVCE,Electrical and Electronics Engineering,Tulu,KCET,2023,40
VIT,Data Science,SC,KCET,2023,15
PRES,Mechanical Engineering,GM,KCET,2023,60
VVIT,Robotics and Automation Engineering,ST,COMEDK,2024,24
RVUNIV,Aerospace Engineering,Tulu,COMEDK,2023,48
PRES,Data Science,Christian,COMEDK,2024,20
NHCE,Artificial Intelligence and Data Science,Tulu,KCET,2023,24
DSATM,Mechanical Engineering,OBC,KCET,2024,9
RAIT,Mechanical Engineering,SC,COMEDK,2023,41
NIE,Artificial Intelligence and Data Science,GM,KCET,2023,58
BNMIT,Aerospace Engineering,Christian,COMEDK,2024,18
BMSCE,Biotechnology,Christian,COMEDK,2024,10
AITM,Information Science and Engineering,SC,KCET,2024,32
GMIT,Artificial Intelligence and Data Science,ST,COMEDK,2023,11
PRES,Artificial Intelligence and Data Science,Christian,COMEDK,2023,22
PESCE,Robotics and Automation Engineering,Christian,COMEDK,2023,56
RVCE,Mechanical Engineering,OBC,COMEDK,2024,11
GMIT,Civil Engineering,Christian,COMEDK,2023,46
PESU,Computer Science and Engineering,OBC,KCET,2024,7
BMSIT,Robotics and Automation Engineering,ST,KCET,2024,36
MVJCE,Biotechnology,ST,COMEDK,2024,49
PESU,Robotics and Automation Engineering,ST,COMEDK,2024,16
AITM,Mechanical Engineering,OBC,COMEDK,2024,56
PESCE,Information Science and Engineering,Tulu,KCET,2024,10
AITM,Computer Science and Engineering,OBC,KCET,2023,40
AEC,Data Science,ST,COMEDK,2024,54
BNMIT,Aerospace Engineering,Tulu,COMEDK,2024,57
RIT,Data Science,ST,KCET,2024,8
MSRIT,Electronics and Communication Engineering,Christian,COMEDK,2024,21
SJBIT,Electronics and Communication Engineering,ST,KCET,2024,59
RAIT,Electronics and Communication Engineering,SC,KCET,2023,17
SCEM,Information Science and Engineering,Tulu,COMEDK,2023,49
UVCE,Civil Engineering,Christian,COMEDK,2024,35
AIT,Mechanical Engineering,SC,KCET,2024,8
UVCE,Computer Science and Engineering,Tulu,KCET,2024,37
BITM,Robotics and Automation Engineering,GM,KCET,2023,53
SDMCET,Biotechnology,Tulu,KCET,2024,25
GIT,Biotechnology,Tulu,COMEDK,2024,29
EastPoint,Computer Science and Engineering,Tulu,KCET,2024,40
BMIT,Aerospace Engineering,Tulu,COMEDK,2023,47
BITM,Robotics and Automation Engineering,ST,KCET,2024,19
HKBK,Aerospace Engineering,SC,COMEDK,2024,51
VVIT,Civil Engineering,Tulu,COMEDK,2023,16
BITM,Information Science and Engineering,GM,COMEDK,2023,7
BMIT,Information Science and Engineering,Tulu,KCET,2024,19
PESCE,Electronics and Communication Engineering,OBC,COMEDK,2024,37
KSIT,Robotics and Automation Engineering,GM,KCET,2023,13
DSCE,Computer Science and Engineering,Tulu,COMEDK,2024,18
NMIT,Data Science,OBC,KCET,2024,51
BMSCE,Aerospace Engineering,ST,COMEDK,2024,56
BITM,Biotechnology,SC,KCET,2024,13
SDMIT,Civil Engineering,GM,KCET,2024,36
VSM,Artificial Intelligence and Data Science,ST,COMEDK,2024,47
GMIT,Civil Engineering,Tulu,COMEDK,2024,40
HKBK,Data Science,SC,KCET,2024,19
RAIT,Data Science,Christian,COMEDK,2023,59
RAIT,Robotics and Automation Engineering,ST,KCET,2024,36
CMRIT,Biotechnology,Christian,COMEDK,2024,29
BNMIT,Computer Science and Engineering,SC,KCET,2023,59
AECMandya,Computer Science and Engineering,Tulu,KCET,2024,59
MSRIT,Artificial Intelligence and Data Science,Christian,KCET,2024,56
GMIT,Information Science and Engineering,SC,COMEDK,2023,16
CMRIT,Chemical Engineering,OBC,KCET,2024,35
AEC,Electrical and Electronics Engineering,Tulu,COMEDK,2024,10
VVCE,Electronics and Communication Engineering,ST,KCET,2024,12
BIT,Aerospace Engineering,ST,KCET,2024,15
KLEIT,Civil Engineering,SC,KCET,2023,19
SIT,Aerospace Engineering,Tulu,KCET,2023,53
BIT,Artificial Intelligence and Data Science,SC,KCET,2023,16
GIT,Chemical Engineering,SC,COMEDK,2024,35
VSM,Information Science and Engineering,OBC,COMEDK,2024,16
JIT,Artificial Intelligence and Data Science,SC,COMEDK,2023,17
BMSCE,Information Science and Engineering,Christian,KCET,2024,24
RIT,Computer Science and Engineering,GM,KCET,2024,33
MSRUAS,Electrical and Electronics Engineering,SC,COMEDK,2023,33
BNMIT,Civil Engineering,Tulu,KCET,2024,58
KLSGIT,Electronics and Communication Engineering,SC,KCET,2023,50
KLEIT,Chemical Engineering,OBC,COMEDK,2023,46
YKCE,Artificial Intelligence and Data Science,ST,COMEDK,2024,33
MSRIT,Civil Engineering,Tulu,COMEDK,2023,50
JIT,Artificial Intelligence and Data Science,OBC,COMEDK,2024,45
VVIT,Computer Science and Engineering,GM,COMEDK,2023,40
UVCE,Electronics and Communication Engineering,Christian,COMEDK,2023,30
CMRIT,Computer Science and Engineering,Tulu,COMEDK,2024,33
KLSGIT,Robotics and Automation Engineering,SC,KCET,2023,22
RIT,Electrical and Electronics Engineering,SC,COMEDK,2024,60
NIE,Robotics and Automation Engineering,Christian,KCET,2023,30
BMSCE,Robotics and Automation Engineering,OBC,COMEDK,2023,20
BIT,Robotics and Automation Engineering,SC,COMEDK,2023,26
AIT,Information Science and Engineering,OBC,COMEDK,2023,23
CMRIT,Civil Engineering,SC,KCET,2023,40
SJBCE,Electrical and Electronics Engineering,Christian,COMEDK,2023,53
RAIT,Data Science,GM,KCET,2023,9
KSIT,Mechanical Engineering,SC,COMEDK,2023,47
AEC,Data Science,SC,KCET,2023,18
MSRIT,Aerospace Engineering,Christian,COMEDK,2024,42
AECMandya,Electronics and Communication Engineering,ST,KCET,2023,17
AITM,Electrical and Electronics Engineering,ST,KCET,2024,21
JNNCE,Robotics and Automation Engineering,ST,COMEDK,2023,44
SDMIT,Electronics and Communication Engineering,SC,KCET,2024,36
VVCE,Chemical Engineering,ST,COMEDK,2023,20
PRES,Artificial Intelligence and Data Science,Christian,COMEDK,2024,35
YKCE,Electronics and Communication Engineering,ST,COMEDK,2023,42
VVIT,Information Science and Engineering,ST,COMEDK,2024,51
AECMandya,Computer Science and Engineering,GM,KCET,2024,60
AITM,Aerospace Engineering,OBC,KCET,2023,57
NCET,Biotechnology,SC,COMEDK,2023,34
SJBCE,Chemical Engineering,ST,KCET,2024,23
MSRIT,Biotechnology,GM,KCET,2023,35
BIT,Robotics and Automation Engineering,Christian,KCET,2024,36
VemanaIT,Computer Science and Engineering,GM,COMEDK,2023,32
AIT,Electronics and Communication Engineering,OBC,KCET,2023,39
KLSGIT,Civil Engineering,OBC,KCET,2024,50
DSCE,Chemical Engineering,ST,COMEDK,2023,25
NHCE,Computer Science and Engineering,OBC,COMEDK,2024,7
HKBK,Information Science and Engineering,Christian,KCET,2023,6
NHCE,Artificial Intelligence and Data Science,SC,KCET,2023,24
MSRUAS,Civil Engineering,OBC,KCET,2023,51
PESU,Electronics and Communication Engineering,OBC,COMEDK,2023,29
SCEM,Biotechnology,GM,COMEDK,2024,51
VSM,Information Science and Engineering,SC,KCET,2024,54
SDMIT,Civil Engineering,OBC,COMEDK,2024,23
NMIT,Electronics and Communication Engineering,SC,KCET,2023,57
MSRUAS,Artificial Intelligence and Data Science,OBC,KCET,2023,50
KSIT,Chemical Engineering,OBC,COMEDK,2023,18
NMIT,Computer Science and Engineering,SC,KCET,2024,56
SJBCE,Chemical Engineering,Christian,KCET,2023,47
AEC,Computer Science and Engineering,GM,COMEDK,2023,26
BMSCE,Aerospace Engineering,GM,COMEDK,2023,41
VSM,Information Science and Engineering,Tulu,COMEDK,2023,14
REVA,Chemical Engineering,ST,KCET,2024,30
SCEM,Computer Science and Engineering,Tulu,COMEDK,2023,39
GIT,Electrical and Electronics Engineering,Tulu,KCET,2023,56
BMSIT,Robotics and Automation Engineering,Tulu,COMEDK,2023,10
KSIT,Civil Engineering,OBC,COMEDK,2024,38
BITM,Electrical and Electronics Engineering,Tulu,KCET,2023,37
MVJCE,Robotics and Automation Engineering,OBC,KCET,2024,7
AITM,Artificial Intelligence and Data Science,Tulu,KCET,2023,29
SDMIT,Chemical Engineering,Tulu,COMEDK,2023,31
JNNCE,Mechanical Engineering,Tulu,KCET,2024,8
GIT,Civil Engineering,Christian,COMEDK,2024,58
ACU,Civil Engineering,ST,KCET,2024,37
ACU,Artificial Intelligence and Data Science,Christian,COMEDK,2024,19
RVUNIV,Civil Engineering,Christian,KCET,2024,39
AEC,Civil Engineering,Christian,COMEDK,2024,29
MSRUAS,Biotechnology,Tulu,KCET,2024,49
VSM,Biotechnology,SC,COMEDK,2023,41
VIT,Computer Science and Engineering,SC,KCET,2023,30
BITM,Data Science,Christian,COMEDK,2023,40
MVJCE,Mechanical Engineering,ST,KCET,2023,27
SJBIT,Chemical Engineering,SC,COMEDK,2023,48
VSM,Biotechnology,Christian,COMEDK,2023,32
AECMandya,Computer Science and Engineering,Tulu,COMEDK,2023,58
SJBIT,Artificial Intelligence and Data Science,ST,COMEDK,2024,30
VVIT,Chemical Engineering,SC,KCET,2024,54
AIT,Artificial Intelligence and Data Science,OBC,KCET,2024,39
ACU,Electronics and Communication Engineering,Tulu,COMEDK,2024,7
DrAIT,Biotechnology,Christian,KCET,2023,57
JSSSTU,Electronics and Communication Engineering,ST,COMEDK,2024,41
PESU,Biotechnology,ST,KCET,2023,19
SITM,Civil Engineering,Tulu,KCET,2024,59
VemanaIT,Chemical Engineering,SC,COMEDK,2024,14
GMIT,Electrical and Electronics Engineering,SC,COMEDK,2024,55
SIT,Chemical Engineering,Christian,KCET,2023,10
BITM,Computer Science and Engineering,GM,COMEDK,2023,45
SJBIT,Aerospace Engineering,Tulu,KCET,2024,52
NIE,Mechanical Engineering,SC,COMEDK,2023,32
RNSIT,Biotechnology,ST,COMEDK,2023,34
PRES,Robotics and Automation Engineering,SC,KCET,2024,37
AIT,Data Science,GM,COMEDK,2023,29
JNNCE,Artificial Intelligence and Data Science,Tulu,KCET,2024,13
DSATM,Electronics and Communication Engineering,SC,KCET,2024,27
AIT,Electrical and Electronics Engineering,ST,KCET,2024,44
RVUNIV,Civil Engineering,SC,COMEDK,2024,24
KLEIT,Mechanical Engineering,OBC,KCET,2024,15
KSIT,Biotechnology,SC,COMEDK,2024,43
MVJCE,Chemical Engineering,ST,COMEDK,2024,12
AIT,Chemical Engineering,GM,KCET,2023,6
SJBIT,Computer Science and Engineering,GM,KCET,2023,26
CITGubbi,Electronics and Communication Engineering,SC,COMEDK,2024,6
PESU,Information Science and Engineering,OBC,COMEDK,2024,18
ACU,Robotics and Automation Engineering,Christian,KCET,2024,59
NHCE,Aerospace Engineering,GM,COMEDK,2023,13
GIT,Mechanical Engineering,ST,KCET,2023,6
JSSSTU,Biotechnology,ST,KCET,2023,17
MSRUAS,Mechanical Engineering,GM,KCET,2024,11
PESCE,Electrical and Electronics Engineering,ST,COMEDK,2024,37
HKBK,Information Science and Engineering,SC,COMEDK,2024,21
DrAIT,Chemical Engineering,ST,KCET,2023,19
PRES,Aerospace Engineering,SC,COMEDK,2024,44
YKCE,Artificial Intelligence and Data Science,OBC,KCET,2023,29
SDMCET,Biotechnology,GM,COMEDK,2024,60
JIT,Biotechnology,Christian,COMEDK,2024,30
DSATM,Aerospace Engineering,OBC,COMEDK,2023,33
AEC,Civil Engineering,Tulu,KCET,2024,19
BMSIT,Artificial Intelligence and Data Science,GM,KCET,2023,47
DSCE,Data Science,GM,KCET,2024,31
DrAIT,Aerospace Engineering,OBC,KCET,2024,47
EastPoint,Electronics and Communication Engineering,Tulu,COMEDK,2024,10
AECMandya,Electronics and Communication Engineering,ST,COMEDK,2024,55
AIT,Robotics and Automation Engineering,ST,KCET,2024,13
RVUNIV,Biotechnology,Tulu,COMEDK,2023,23
SDMIT,Computer Science and Engineering,Tulu,KCET,2023,20
AITM,Information Science and Engineering,Tulu,KCET,2024,18
MSRIT,Information Science and Engineering,Christian,KCET,2024,39
